,np_id,species_list,org_id,pref_name,molecule_chembl_id,pubchem_cid,smiles
85,NPC85192,Persicaria perfoliata,NPO6826,Vanicoside A,CHEMBL454490,44575681,COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](O[C@]3(COC(=O)/C=C/c4ccc(O)cc4)O[C@H](COC(=O)/C=C/c4ccc(O)cc4)[C@@H](O)[C@@H]3OC(=O)/C=C/c3ccc(O)cc3)[C@H](OC(C)=O)[C@@H](O)[C@@H]2O)ccc1O
86,NPC469955,Calophyllum inophyllum,NPO2804,DDHWWLULUFLVOI-WBPRFABPSA-N,CHEMBL134227,455258,CC(=O)O[C@@H]1c2c(c3c(c4c(-c5ccccc5)cc(=O)oc24)OC(C)(C)C=C3)O[C@H](C)[C@H]1C
87,NPC118078,Sarcandra glabra,NPO29221,Sarcaglaboside E,CHEMBL475673,11526742,CC1=C2C/C=C(\CO[C@@H]3O[C@H](CO[C@@H]4OC[C@](O)(CO)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC/C=C(\C)C[C@@H]2OC1=O
88,NPC265513,Eria linearifolia; Castanea mollissima; Asparagus racemosus; Goniothalamus macrophyllus; Vigna luteola; Elaeocarpus serratus; Uncaria longiflora; Tubocapsicum anomalum; Cuscuta australis; Eucalyptus viminalis; Myrrhis odorata; Elettaria cardamomum,NPO28266,7-Oxodehydroabietinol,CHEMBL598770,15715176,CC(C)c1ccc2c(c1)C(=O)C[C@H]1[C@](C)(CO)CCC[C@]21C
89,NPC198992,Sarcandra glabra; Desmodium uncinatum; Pandanus dubius,NPO9210,Sarcaglaboside C,CHEMBL520747,11596696,C=C[C@]1(C)C[C@@H]2OC(=O)C(C)=C2C[C@H]1C(=C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
90,NPC171409,Artabotrys maingayi; Chelidonium majus; Senna spectabilis; Diospyros ebenum; Coptis teeta; Zanthoxylum nitidum,NPO24868,Coptisine,CHEMBL362071,72322,c1c2c(cc3c1OCO3)-c1cc3ccc4c(c3c[n+]1CC2)OCO4
91,NPC23837,Lagascea mollis; Foeniculum vulgare,NPO9130,"1,4-Dimethoxybenzene",CHEMBL1668604,9016,COc1ccc(OC)cc1
92,NPC221342,Uncaria tomentosa; Cestrum nocturnum,NPO25801,Camelliaside B,CHEMBL501769,25115190,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
93,NPC188738,Vitex negundo; Aralidium pinnatifidum; Eurycoma longifolia,NPO8220,Eurycomalide B,CHEMBL1079672,46878940,CC1=C[C@H](O)[C@@H](O)[C@@]2(C)C1=CC(=O)[C@]1(C)[C@@H]2[C@@H](O)[C@@H]2OC(=O)[C@H]1[C@H]2C
94,NPC181653,Zephyranthes candida; Dalbergia candenatensis; Elaeocarpus sphaericus; Cinchona officinalis; Crinum amabile,NPO22317,Lycorine,CHEMBL400092,72378,O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4
95,NPC243981,Asplenium normale; Trifolium alexandrinum; Solanum jamaicense; Ceratophyllum submersum; Brucea javanica; Castanea crenata,NPO3164,Bruceajavanone A 7-Acetate,CHEMBL504211,44582339,CCCCCC(=O)O[C@@H]1C[C@]2(C)C(=CC[C@H]2[C@@H]2C[C@@H]([C@@H]3OC3(C)C)O[C@@H]2OC(C)=O)[C@@]2(C)[C@H]1[C@@]1(C)C=CC(=O)C(C)(C)[C@@H]1C[C@H]2OC(C)=O
96,NPC248068,Glycosmis macrophylla; Stephania zippeliana; Breonia chinensis; Sonneratia caseolaris,NPO17362,6-Alpha-Hydroxydemethyl-Cryptojaponol,CHEMBL2252749,76326386,CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1[C@@H](O)C2=O
97,NPC194653,Striga lutea; Crotalaria medicaginea; Dalbergia parviflora; Dalbergia sissoo; Cytisus scoparius; Pongamia pinnata; Kopsia teoi; Cicer arietinum,NPO24846,Pratensein,CHEMBL252904,5281803,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1O
98,NPC159232,Harrisonia perforata,NPO21362,Harrisonin,CHEMBL2398516,5281308,COC(=O)/C=C\[C@]1(C)[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]2(C)[C@]2(O)OC(C)(C)C(=O)[C@@]21O
99,NPC118086,Melia azedarach,NPO18932,1-O-Deacetylohchinolide A,CHEMBL452119,11296398,CC(=O)O[C@@H]1C[C@H](O)[C@@]2(C)[C@H]3[C@@H](OC[C@]13C)[C@@H](OC(=O)c1ccccc1)[C@@]1(C)C3=C(C)[C@H](c4ccoc4)C[C@@H]3OC(=O)C[C@@H]12
100,NPC29765,Callicarpa japonica; Avrainvillea longicaulis; Bryum argenteum; Entada phaseoloides; Ardisia crispa; Jackiella javanica; Pangium edule; Prunus turfosa; Magnolia montana; Sterculia foetida; Gmelina asiatica; Vigna mungo; Phyllanthus emblica,NPO18422,Entagenic Acid,CHEMBL2235397,21594206,CC1(C)CC[C@]2(C(=O)O)[C@H](O)[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
101,NPC34414,Plumbago zeylanica; Diospyros maritima; Diospyros kaki,NPO16657,Chitranone,CHEMBL470658,633072,CC1=CC(=O)c2c(ccc(C3=C(C)C(=O)c4cccc(O)c4C3=O)c2O)C1=O
102,NPC53906,Gymnadenia conopsea; Syzygium aromaticum,NPO11479,3'-O-Methylbatatasin Iii,CHEMBL477124,442711,COc1cccc(CCc2cc(O)cc(OC)c2)c1
103,NPC296114,Hypericum papuanum,NPO21587,Papuaforin D,CHEMBL518316,11038341,CCC(C)C(=O)[C@]12C(=O)C3=C(OC(C)(C)C=C3)[C@](C)(C[C@@H](CC=C(C)C)[C@]1(C)CCC=C(C)C)C2=O
104,NPC46823,Camellia japonica,NPO23380,Yuchasaponin A,CHEMBL2087228,25232481,C/C=C(\C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C/C)[C@]2(CO)[C@H](O)[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C
105,NPC142405,Eriosema chinense,NPO4010,Lupinifolin,CHEMBL559980,10250777,CC(C)=CCc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1)CC3=O)C=CC(C)(C)O2
106,NPC25111,Ulva lactuca; Acrostichum aureum,NPO14357,4''-Deoxyterphenyllin,CHEMBL1951870,57345621,COc1cc(-c2ccccc2)c(OC)c(O)c1-c1ccc(O)cc1
107,NPC230507,Solanum virginianum; Flindersia schottiana; Borassus flabellifer; Calophyllum lanigerum; Parkia javanica; Capsicum baccatum; Garcinia latissima; Marchantia polymorpha; Carissa spinarum,NPO19377,ZUMDKMTZYHACBK-HCTICQNOSA-N,CHEMBL395647,44429638,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
108,NPC157478,Aglaia argentea; Erythrina senegalensis; Alstonia spatulata; Sphenoclea zeylanica; Antirrhinum majus,NPO16646,Gentiside E,CHEMBL1254270,14177663,CCCCCCCCCCCCCCCCCCOC(=O)c1cccc(O)c1O
109,NPC47521,Piper attenuatum; Aristolochia zollingeriana; Agrimonia pilosa; Senegalia pennata; Senna siamea; Syzygium aromaticum,NPO2395,SWRFKGRMQVLMKA-JIZJWZDPSA-N,CHEMBL446979,73644,O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]12)c1cc(O)c(O)c(O)c1
110,NPC177035,Pelargonium zonale; Metzgeria furcata; Geijera salicifolia; Tacca chantrieri,NPO11753,"(3R,5R)-3,5-Dihydroxy-1-(4-Hydroxy-3-Methoxyphenyl)-7-(3,4-Dihydroxyphenyl)Heptane 3-O-Beta-D-Glucopyranoside",CHEMBL518704,11005885,COc1cc(CC[C@H](C[C@H](O)CCc2ccc(O)c(O)c2)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O
111,NPC280638,Lupinus albus; Salvia chinensis,NPO17683,"5-[5-(4-Hydroxy-Benzyl)-4-(4-Methoxy-Benzyl)-1-Methyl-1H-Imidazol-2-Ylamino]-3-Methyl-Imidazole-2,4-Dione",CHEMBL339727,188306,COc1ccc(Cc2nc(NC3=NC(=O)N(C)C3=O)n(C)c2Cc2ccc(O)cc2)cc1
112,NPC131174,Taraxacum officinale; Taraxacum mongolicum,NPO26785,Taraxacin,CHEMBL449951,5241825,CC1=CC(=O)C2=C(C)CC3OC(=O)C(C)=C3C=C12
113,NPC7569,Aquilaria sinensis; Aquilaria malaccensis; Senecio scandens,NPO6956,6-Hydroxy-2-Phenethyl-Chromen-4-One,CHEMBL358544,5318315,O=c1cc(CCc2ccccc2)oc2ccc(O)cc12
114,NPC290598,Operculina turpethum; Uvaria grandiflora; Hopea jucunda; Macaranga tanarius; Firmiana simplex; Rhodomyrtus tomentosa; Syzygium jambos; Talipariti tiliaceum; Lobelia chinensis; Achyranthes bidentata; Mascarenhasia arborescens; Senna sophera; Kummerowia striata; Camellia sasanqua; Drypetes littoralis; Sida cordifolia; Selaginella pallescens; Ageratina riparia; Lycium chinense; Acacia pruinosa; Melia azedarach; Alstonia boonei; Taxillus chinensis; Syzygium samarangense; Iodes cirrhosa; Manihot esculenta; Durio zibethinus; Ficus carica; Bischofia javanica; Lactuca indica; Morinda coreia; Codium dwarkense; Diplazium esculentum; Conium maculatum; Cucurbita moschata; Ocimum gratissimum; Glochidion philippicum; Ceriops decandra; Archidendron ellipticum; Solanum spirale; Tabernaemontana divaricata; Taraxacum officinale; Micromelum minutum; Garcinia lateriflora; Melaleuca decora; Abrus precatorius; Eragrostis viscosa; Nauclea officinalis; Mangifera indica; Rhinacanthus nasutus; Vitex pinnata; Elaeocarpus fuscoides; Hortonia floribunda; Allium neapolitanum; Adiantum caudatum; Cycas revoluta; Solanum sisymbriifolium; Croton caudatus; Typha domingensis; Oxera splendida; Malus sylvestris; Salacia chinensis; Ixora chinensis; Cratoxylum maingayi; Capsicum chinense; Neolamarckia cadamba; Merremia umbellata,NPO18873.1,Beta-Amyrin,CHEMBL455098,73145,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
115,NPC42776,Crotalaria laburnifolia,NPO21139,SALXTEMFWBBTBS-YPDCMUIKSA-N,CHEMBL3093769,72947454,C=C1[C@@H]2C=C[C@@H]3[C@](C2)(C(=O)O[C@H]2CCC(C)(C)[C@H]4[C@H](O)OC[C@@]243)[C@@H]1O
116,NPC288759,Citrus reticulata; Murraya paniculata; Glycosmis cochinchinensis,NPO2715,Des-N-Methylnoracronycine,CHEMBL454569,5479541,CC1(C)C=Cc2c(cc(O)c3c(=O)c4ccccc4[nH]c23)O1
117,NPC18449,Orophea enneandra; Magnolia denudata; Magnolia sprengeri; Acorus calamus,NPO15064,Eudesmine,CHEMBL523743,325601,COc1ccc([C@@H]2OC[C@@H]3[C@H]2CO[C@H]3c2ccc(OC)c(OC)c2)cc1OC
118,NPC471420,Suregada glomerulata,NPO25280,N-Butyl-7-O-Beta-D-Glucopyranosyl-Alpha-Homonojirimycin,CHEMBL2442256,72204018,CCCCN1[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
119,NPC174049,Pericampylus glaucus,NPO1525,Imerubrine,CHEMBL155844,n.a.,COc1c(OC)c2c3c(nccc3c1OC)-c1cc(O)ccc1-2
120,NPC229600,Viscum articulatum,NPO14062,Visartiside E,CHEMBL1082561,46184806,O=C(/C=C/c1ccccc1)OC[C@@]1(O)CO[C@@H](O[C@@H]2[C@@H](O)[C@H](OCc3ccccc3)O[C@H](CO)[C@H]2O)[C@@H]1O
121,NPC10316,Chromolaena odorata; Bidens pilosa; Drosera indica; Psilotum nudum; Uncaria sterrophylla; Boenninghausenia albiflora; Cibotium barometz; Aglaia odorata,NPO25190,"Ethyl (9Z,12Z,15Z)-Octadeca-9,12,15-Trienoate",CHEMBL2005772,5367460,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC
122,NPC11089,Dipterocarpus dyeri; Ipomoea cairica; Fragaria vesca; Lasianthus fordii; Gardenia tubifera; Perilla frutescens,NPO12509,Perilloxin,CHEMBL522898,10468570,COc1cc2c(c3c1C=COC=C3)O[C@@H](C(C)(C)O)C2
123,NPC2771,Cullen corylifolium,NPO28809,4'-Methoxyflavone,CHEMBL16312,77793,COc1ccc(-c2cc(=O)c3ccccc3o2)cc1
124,NPC121812,Muntingia calabura,NPO8046,"(2S)-8-Hydroxy-7,3',4',5'-Tetramethoxyflavan",CHEMBL459242,44567048,COc1ccc2c(c1O)O[C@H](c1cc(OC)c(OC)c(OC)c1)CC2
125,NPC472113,Alstonia angustifolia,NPO28762,QSZUAXIGOGUBNW-BIGGFVEDSA-N,CHEMBL3338236,n.a.,CC1=C(C=O)[C@@H]2C[C@H]3c4[nH]c5ccccc5c4C[C@@H]([C@@H]2CO1)N3C
126,NPC2982,Zingiber officinale,NPO20553,"1-(4-Tert-Butyl-2,6-Dimethyl-3,5-Dinitrophenyl)Ethanone",CHEMBL1877463,6669,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C
127,NPC237649,Indigofera suffruticosa,NPO23820,3-(3-Oxo-1H-Indol-2-Ylidene)-1H-Indol-2-One,CHEMBL3185783,5380743,O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O
128,NPC260491,Ipomoea digitata; Trifolium hybridum; Baeckea frutescens; Trachelospermum jasminoides; Chenopodium quinoa; Goniothalamus malayanus; Microglossa pyrifolia; Harpullia cupanioides; Rhododendron mucronatum; Youngia japonica; Balanophora polyandra; Trachelospermum asiaticum; Citrus medica; Dumortiera hirsuta; Vitis vinifera; Tadehagi triquetrum; Thymus vulgaris; Dioscorea polystachya; Smilax china; Persicaria orientalis; Morus alba; Eragrostis viscosa; Nauclea officinalis; Mangifera indica; Prunus amygdalus; Knema globularia; Chenopodiastrum murale; Persicaria perfoliata; Premna odorata; Rauvolfia vomitoria; Gnetum latifolium,NPO16731,"(2R,3S)-2-(3,4-Dihydroxyphenyl)-3,5,7-Trihydroxy-2,3-Dihydrochromen-4-One",CHEMBL221328,712318,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@@H]1O
129,NPC303519,Stephania japonica,NPO22886,Steganacin,CHEMBL357525,44367762,COc1cc2c(c(OC)c1OC)-c1cc3c(cc1[C@@H](OC(C)=O)C1COC(=O)[C@H]1C2)OCO3
130,NPC254700,Ziziphus mauritiana; Ziziphus jujuba,NPO5986,Mauritine A,CHEMBL1927951,11353668,CC(C)[C@H](NC(=O)[C@H](C)N(C)C)C(=O)N1CC[C@@H]2Oc3ccc(cc3)/C=C\NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H]21
131,NPC184302,Crinum latifolium; Bauhinia purpurea,NPO5635,Bauhinol E,CHEMBL390766,16680048,COc1cc(CCc2ccccc2O)cc(O)c1C
132,NPC86257,Bruguiera cylindrica,NPO10036,3-Alpha-Z-Coumaroyltaraxerol,CHEMBL452896,10076796,CC1(C)CC[C@]2(C)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@H](OC(=O)/C=C\c6ccc(O)cc6)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1
133,NPC285078,Capsicum annuum,NPO16501,Octadecanoic Acid 4-Hydroxy-3-Methoxy-Benzylamide,CHEMBL78533,3024455,CCCCCCCCCCCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
134,NPC92659,Prunus persica,NPO28877,Skullcapflavone Ii,CHEMBL465561,124211,COc1cccc(O)c1-c1cc(=O)c2c(O)c(OC)c(OC)c(OC)c2o1
135,NPC326592,Oryza sativa,NPO30786,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-6-[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]-8-(3,4,5-Trihydroxyoxan-2-Yl)Chromen-4-One",CHEMBL1537012,3550102,O=c1cc(-c2ccc(O)cc2)oc2c(C3OCC(O)C(O)C3O)c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12
136,NPC6095,Salvia hispanica; Carthamus tinctorius; Arachis hypogaea; Raphanus sativus; Glycine max,NPO7635,"(11Z,14Z)-Icosa-11,14-Dienoic Acid",CHEMBL464983,6439848,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O
137,NPC10121,Ipomoea pes-caprae,NPO23352,Pescaprein Xxi,CHEMBL1773738,52952206,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@@H]2[C@H]3OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]4O[C@H](C)[C@H](O)[C@H](O)[C@H]4O[C@H](O[C@H]2C)[C@@H]3O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)[C@@H](C)CC)[C@@H](O)[C@H]2OC(=O)/C=C/c2ccccc2)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
138,NPC190461,Zingiber officinale,NPO12721,RZUHGAKUNBFQJS-UHFFFAOYSA-N,CHEMBL1412163,398788,COc1cc2cc3c4c(cc(OC)c(OC)c4c2cc1OC)CCN3C
139,NPC25666,Buxus wallichiana,NPO21629,Monascin,CHEMBL1215463,12118082,C/C=C/C1=CC2=C(CO1)C(=O)[C@]1(C)OC(=O)[C@H](C(=O)CCCCC)[C@H]1C2
140,NPC100099,Soymida febrifuga; Crinum asiaticum,NPO11000,(S)-4-(7-Methoxychroman-2-Yl)Phenol,CHEMBL1080979,185609,COc1ccc2c(c1)O[C@H](c1ccc(O)cc1)CC2
141,NPC44899,Nerium oleander; Plantago lanceolata; Cytisus scoparius; Toxicodendron succedaneum; Isodon japonicus,NPO6776,"3Beta-O-(Beta-D-Sarmentosyl)-16Beta-Acetoxy-14-Hydroxy-5Beta,14Beta-Card-20-(22)-Enolide",CHEMBL413068,44425149,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)[C@@H](OC(C)=O)C[C@]43O)C2)O[C@H](C)[C@@H]1O
142,NPC202260,Harrisonia perforata,NPO21362,(+)-Vouacapenic Acid,CHEMBL2398518,73350581,C[C@H]1c2ccoc2C[C@H]2[C@H]1CC[C@@H]1[C@]2(C)CCC[C@]1(C)C(=O)O
143,NPC186807,Lantana camara,NPO1859,Linaroside,CHEMBL496233,11972339,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1
144,NPC150531,Rivina humilis; Phalaris canariensis; Payena lucida; Pteridium aquilinum; Samadera indica; Artemisia lactiflora,NPO2551,Ecdysone,CHEMBL549300,19212,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C
145,NPC79241,Zingiber officinale; Curcuma longa,NPO29016,Xanthorrizol,CHEMBL460033,93135,CC(C)=CCC[C@@H](C)c1ccc(C)c(O)c1
146,NPC295389,Ficus carica,NPO33450,6-O-Palmitoyl-Beta-D-Glucosyl-Beta-Sitosterol,CHEMBL499385,44593507,CCCCCCCCCCCCCCCC(=O)OC[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5CC[C@H]([C@H](C)CC[C@H](CC)C(C)C)[C@@]5(C)CC[C@@H]43)C2)[C@H](O)[C@@H](O)[C@@H]1O
147,NPC476229,Garcinia hanburyi,NPO13310,VFBTVWAAPNXXAP-NVRXUDDSSA-N,CHEMBL556736,45268014,CO[C@]12C=C3C(=O)c4c(O)c5c(c(CC=C(C)C)c4O[C@@]34[C@@H](C1)C(C)(C)O[C@@]4(C/C=C(/C)C(=O)O)C2=O)O[C@](C)(CCC=C(C)C)C=C5
148,NPC43304,Rumohra adiantiformis,NPO6329,Gnidilatidin,CHEMBL504425,5358691,C=C(C)[C@@]12O[C@@]3(/C=C/C=C/CCCCC)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)c1ccccc1
149,NPC295832,Taraxacum officinale; Taraxacum mongolicum,NPO23327,Levocarnitine,CHEMBL1149,10917,C[N+](C)(C)C[C@H](O)CC(=O)[O-]
150,NPC184512,Casearia grewiifolia,NPO31460,Caseargrewins I,CHEMBL398225,16756888,C=C/C(C)=C\C[C@]1(C)[C@H](C)C[C@H](O)[C@@]23C(=C[C@H](OC(=O)CCCCC)C[C@@H]12)[C@@H](OC(C)=O)O[C@H]3OC(C)=O
151,NPC195202,Pandanus tectorius; Aegialitis annulata; Kopsia lapidilecta; Laurencia mariannensis; Clausena indica; Litsea monopetala; Pinus halepensis; Bonellia macrocarpa; Sarcococca saligna; Garcinia gaudichaudii; Pogostemon cablin; Hippocrepis emerus,NPO22717,"7,3',4'-Tri-O-Methylluteolin",CHEMBL468876,5272653,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(OC)c3)oc2c1
152,NPC89442,Eragrostis viscosa; Nauclea officinalis; Mangifera indica,NPO4055,Foliamangiferoside A,CHEMBL3233507,46206548,COc1cc(O)c(C(=O)c2ccc(O)cc2)c(O)c1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
153,NPC471414,Vitex rotundifolia,NPO15454,"(7S,8R)-9'-Methoxydihydroconiferyl Alcohol",CHEMBL2436612,72375239,COc1cc([C@H]2Oc3c(OC)cc(/C=C/C(O)OC)cc3[C@@H]2CO)ccc1O
154,NPC429928,Broussonetia papyrifera,NPO5495,"5,7-Dihydrocoumarin",CHEMBL465435,3964390,O=c1ccc2c(o1)CCCC2
155,NPC41121,Ficus nervosa; Drymaria cordata,NPO19583,Kaempferol-3-O-Rhamnoside,CHEMBL515798,5318763,C[C@H]1O[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@@H](O)[C@@H]1O
156,NPC77000,Hydrolithon reinboldii; Vicia sativa,NPO13164,Cryptotanshinone,CHEMBL187460,160254,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C
157,NPC237435,Prunus persica; Rheum officinale; Rheum palmatum; Oroxylum indicum; Chrysanthemum morifolium; Portulaca oleracea,NPO7632,Baicalin,CHEMBL485818,64982,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O
158,NPC305912,Gossypium herbaceum,NPO27472,Bis(2-Ethylhexyl) Phthalate,CHEMBL1242017,8343,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
159,NPC14600,Lycium chinense,NPO17823,Trans-N-Feruloyloctopamine,CHEMBL2036084,70681748,COc1ccc(/C=C/C(=O)NCC(O)c2ccc(O)cc2)cc1O
160,NPC471856,Dichapetalum gelonioides,NPO9878,FGPLCBKMJPRSOY-DBKNPJPYSA-N,CHEMBL3261934,90676169,C[C@]1(OC(=O)O)CO[C@@]2(C[C@@H]([C@@H]3CC[C@]45C[C@]34C=C[C@@H]3[C@@]4(C)CC=C6C[C@@H](c7ccccc7)OC[C@]6(C)[C@@H]4CC(=O)[C@]35C)C(=O)O2)C1
161,NPC169575,Chamaemelum nobile; Citrus reticulata; Citrus japonica; Citrus aurantium,NPO19127,Nobilin,CHEMBL2380798,11953937,C=C1C(=O)O[C@@H]2/C=C(/C)[C@@H](O)C/C=C(\C)C[C@H](OC(=O)/C(C)=C\C)[C@@H]12
162,NPC44245,Pandanus tectorius; Aegialitis annulata; Litsea monopetala; Bonellia macrocarpa; Sarcococca saligna; Garcinia gaudichaudii,NPO28066,Peperomin C,CHEMBL224381,10917283,COc1cc(C(c2cc(OC)c(OC)c(OC)c2)[C@@H]2COC(=O)[C@H]2C)cc(OC)c1OC
163,NPC201889,Senecio scandens,NPO7123,Retrorsine,CHEMBL520570,5281756,C/C=C1\C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23
164,NPC472851,Callicarpa macrophylla,NPO13153,NVIRVAAOVXZOTN-LUGRNRNJSA-N,CHEMBL3590334,n.a.,CC(C)[C@@]12C=C3[C@@H](O)C[C@@H]4[C@@](C)(C(=O)O)CCC[C@@]4(C)[C@]3(CC1)OO2
165,NPC232880,Centella asiatica; Capsicum annuum,NPO33548,1-O-Caffeoyl-Beta-D-Glucopyranoside,CHEMBL482242,5281761,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
166,NPC246519,Zanthoxylum bungeanum; Litsea glutinosa,NPO2999,"(2E,4E,8Z,11Z)-2'-Hydroxy-N-Isobutyl-2,4,8,11-Tetradecatetraenamide",CHEMBL469922,14135319,CC/C=C\C/C=C\CC/C=C/C=C/C(=O)NCC(C)(C)O
167,NPC471007,Chisocheton ceramicus,NPO5587,LZBMDSMLVLGIEW-JRQJDMHFSA-N,CHEMBL2335039,71720054,C[C@@]12CCC(O)[C@@]3(C)[C@H]1[C@@H](OC2)[C@@H](O)[C@@]1(C)C2=CC[C@@H](c4ccoc4)[C@]2(C)CC[C@@H]13
168,NPC311389,Aristolochia zollingeriana; Excoecaria agallocha; Senna siamea,NPO14200,LKIUIJRRMWFBBL-BVDVGXJCSA-N,CHEMBL1939392,14284664,O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]([C@@H]2O)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
169,NPC312003,Curcuma phaeocaulis; Curcuma zedoaria,NPO2618,1-Acetyloxyethyl Acetate,CHEMBL3187663,222536,CC(=O)OC(C)OC(C)=O
170,NPC107919,Garcinia schomburgkiana,NPO40656,Aphidicolin,CHEMBL29711,457964,C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@H]1C[C@@H]3C[C@@]12CC[C@]3(O)CO
